"ITAG","cluster","AGI","gene_name"
"Solyc11g010850",29,"AT4G15560","Encodes a protein with 1-deoxyxylulose 5-phosphate synthase activity involved in the MEP pathway. It is essential for chloroplast development in Arabidopsis"
"Solyc11g010910",17,"AT4G29860","Encodes a WD repeat protein with seven WD repeat motifs, predicted to function in protein-protein interaction. Mutations caused defects in both embryo and seedling development."
"Solyc11g010915",17,NA,NA
"Solyc11g010930",24,NA,NA
"Solyc11g010940",9,NA,NA
"Solyc11g010950",16,"AT3G11220","A subunit of Elongator, a histone acetyl transferase complex, consisting of six subunits (ELP1–ELP6), that copurifies with the elongating RNAPII in yeast and humans. Three Arabidopsis thaliana genes, encoding homologs of the yeast Elongator subunits ELP1, ELP3 (histone acetyl transferase), and ELP4 are responsible for the narrow leaf phenotype in elongata mutants and for reduced root growth that results from a decreased cell division rate."
"Solyc11g011000",34,"AT5G37660","receptor-like protein kinase-related; similar to 33 kDa secretory protein-related [Arabidopsis thaliana] (TAIR:AT2G01660.1); similar to Os04g0537800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053427.1); similar to receptor-like protein kinase-like [Oryza sativa (japonica cultivar-group)] (GB:BAD25786.1); contains InterPro domain Protein of unknown function DUF26; (InterPro:IPR002902)"
"Solyc11g011030",36,NA,NA
"Solyc11g011050",23,NA,NA
"Solyc11g011120",24,"AT5G37710","lipase class 3 family protein / calmodulin-binding heat-shock protein, putative; similar to lipase class 3 family protein / calmodulin-binding heat-shock protein, putative [Arabidopsis thaliana] (TAIR:AT3G49050.1); similar to calmodulin-binding heat-shock protein; CaMBP [Nicotiana tabacum] (GB:AAB34987.1); contains InterPro domain Lipase, class 3; (InterPro:IPR002921); contains InterPro domain Lipase 3, N-terminal; (InterPro:IPR005592)"
"Solyc11g011320",17,"AT1G09910","lyase; similar to lyase [Arabidopsis thaliana] (TAIR:AT2G22620.1); similar to lyase [Arabidopsis thaliana] (TAIR:AT1G09880.1); similar to lyase [Arabidopsis thaliana] (TAIR:AT4G37950.1); similar to putative MYST1 [Oryza sativa (japonica cultivar-group)] (GB:BAD10227.1); similar to LG27/30-like gene, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA96404.1); similar to putative rhamnogalacturonate lyase [Triticum tur (GB:ABI15897.1); contains InterPro domain Rhamnogalacturonate lyase; (InterPro:IPR010325)"
"Solyc11g011340",6,"AT4G39330","mannitol dehydrogenase, putative; Identical to Probable mannitol dehydrogenase (EC 1.1.1.255) (NAD-dependent mannitol dehydrogenase) (CAD1) [Arabidopsis Thaliana] (GB:P42734); similar to mannitol dehydrogenase, putative [Arabidopsis thaliana] (TAIR:AT2G21890.1); similar to mannitol dehydrogenase, putative [Arabidopsis thaliana] (TAIR:AT2G21730.1); similar to cinnamyl-alcohol dehydrogenase (GB:AAA74746.1); similar to Probable mannitol dehydrogenase (NAD-dependent mannitol dehydrogenase) (GB:P42734); contains InterPro domain GroES-like; (InterPro:IPR011032); contains InterPro domain Alcohol dehydrogenase superfamily, zinc-containing; (InterPro:IPR002085); contains InterPro domain Alcohol dehydrogenase, zinc-binding; (InterPro:IPR013149); contains InterPro domain Alcohol dehydrogenase GroES-like; (InterPro:IPR013154)"
"Solyc11g011350",6,NA,NA
"Solyc11g011400",23,NA,NA
"Solyc11g011430",12,"ATCG01280","Identical to Protein ycf2 (ycf2-B) [Arabidopsis Thaliana] (GB:P56786); similar to hypothetical chloroplast RF2 [Vitis vinifera] (GB:YP_567121.1); similar to Hypothetical protein [Gossypium barbadense] (GB:BAF41290.1); similar to hypothetical chloroplast RF2 [Gossypium hirsutum] (GB:YP_538978.1); contains InterPro domain Chloroplast Ycf2; (InterPro:IPR008543); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain AAA ATPase, central region; (InterPro:IPR003959)"
"Solyc11g011500",12,"AT3G02850","member of Stelar K+ outward rectifying channel (SKOR) family. Mediates the delivery of K+ from stelar cells to the xylem in the roots towards the shoot. mRNA accumulation is modulated by abscisic acid. K+ gating activity is modulated by external and internal K+."
"Solyc11g011502",10,NA,NA
"Solyc11g011504",12,NA,NA
"Solyc11g011508",17,NA,NA
"Solyc11g011570",18,NA,NA
"Solyc11g011615",2,NA,NA
"Solyc11g011620",12,NA,NA
"Solyc11g011750",18,NA,NA
"Solyc11g011860",2,"AT3G14330","pentatricopeptide (PPR) repeat-containing protein; similar to CRR2 (CHLORORESPIRATORY REDUCTION 2), binding [Arabidopsis thaliana] (TAIR:AT3G46790.1); similar to Tetratricopeptide-like helical [Medicago truncatula] (GB:ABD33343.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"Solyc11g011873",2,NA,NA
"Solyc11g011920",35,"AT5G17330","Encodes one of two isoforms of glutamate decarboxylase."
"Solyc11g011940",17,NA,NA
"Solyc11g011980",22,"AT2G32950","Represses photomorphogenesis and induces skotomorphogenesis in the dark. Contains a ring finger zinc-binding motif, a coiled-coil domain, and several WD-40 repeats, similar to G-beta proteins. The C-terminus has homology to TAFII80, a subunit of the TFIID component of the RNA polymerase II of Drosophila. Nuclear localization in the dark and cytoplasmic in the light."
"Solyc11g012130",19,NA,NA
"Solyc11g012230",17,NA,NA
"Solyc11g012320",35,NA,NA
"Solyc11g012330",17,"AT4G12570","UPL5 (UBIQUITIN PROTEIN LIGASE 5); ubiquitin-protein ligase; similar to UPL1 (UBIQUITIN-PROTEIN LIGASE 1), ubiquitin-protein ligase [Arabidopsis thaliana] (TAIR:AT1G55860.1); similar to HECT-domain (ubiquitin-transferase), putative [Medicago truncatula] (GB:ABD32998.1); contains InterPro domain HECT; (InterPro:IPR000569); contains InterPro domain Ubiquitin; (InterPro:IPR000626)"
"Solyc11g012360",32,"AT5G47560","Encodes a tonoplast malate/fumarate transporter."
"Solyc11g012440",29,"AT4G16490","armadillo/beta-catenin repeat family protein; similar to armadillo/beta-catenin repeat family protein / U-box domain-containing protein [Arabidopsis thaliana] (TAIR:AT2G23140.1); similar to IMP dehydrogenase/GMP reductase [Medicago truncatula] (GB:ABE88245.1); contains InterPro domain Armadillo; (InterPro:IPR000225); contains InterPro domain Armadillo-like helical; (InterPro:IPR011989)"
"Solyc11g012455",25,NA,NA
"Solyc11g012590",18,"AT2G35760","integral membrane family protein; similar to integral membrane family protein [Arabidopsis thaliana] (TAIR:AT4G16442.1); similar to plant integral membrane protein TIGR01569 containing protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA99118.2); contains InterPro domain Protein of unknown function DUF588; (InterPro:IPR006702); contains InterPro domain Conserved hypothetical protein CHP1569, integral membrane plant; (InterPro:IPR006459)"
"Solyc11g012625",17,NA,NA
"Solyc11g012700",29,"AT4G16370","oligopeptide transporter"
"Solyc11g012950",5,NA,NA
"Solyc11g012990",17,NA,NA
"Solyc11g013083",5,NA,NA
"Solyc11g013110",13,"AT5G08640","Encodes a flavonol synthase that catalyzes formation of flavonols from dihydroflavonols."
"Solyc11g013120",1,"AT2G41705","camphor resistance CrcB family protein; similar to Os10g0567000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065429.1); similar to hypothetical protein [Yarrowia lipolytica] (GB:XP_500293.1); contains InterPro domain Camphor resistance CrcB protein; (InterPro:IPR003691)"
"Solyc11g013130",1,NA,NA
"Solyc11g013150",13,"AT4G08250","scarecrow transcription factor family protein; similar to SCR (SCARECROW), transcription factor [Arabidopsis thaliana] (TAIR:AT3G54220.1); similar to Nodulation signaling pathway 2 protein (GB:Q5NE24); contains InterPro domain GRAS transcription factor; (InterPro:IPR005202)"
"Solyc11g013155",12,NA,NA
"Solyc11g013200",10,"AT2G25710","Encodes holocarboxylase synthase."
"Solyc11g013310",34,"AT1G77690","amino acid permease, putative; Identical to Auxin transporter-like protein 3 (AUX1-like protein 3) (LAX3) [Arabidopsis Thaliana] (GB:Q9CA25); similar to amino acid permease, putative [Arabidopsis thaliana] (TAIR:AT2G21050.1); similar to amino acid permease, putative [Arabidopsis thaliana] (TAIR:AT5G01240.1); similar to AUX1 (AUXIN RESISTANT 1), amino acid permease/ transporter [Arabidopsis thaliana] (TAIR:AT2G38120.1); similar to Auxin transporter-like protein 5 (AUX1-like protein 5) (MtLAX5) (GB:Q8L883); similar to Auxin transporter-like protein 3 (AUX1-like protein 3) (MtLAX3) (GB:Q9FEL6); similar to auxin influx carrier [Lupinus albus] (GB:CAJ84440.1); contains InterPro domain Amino acid/polyamine transporter II; (InterPro:IPR002422); contains InterPro domain Amino acid transporter, transmembrane; (InterPro:IPR013057)"
"Solyc11g013315",17,NA,NA
"Solyc11g013320",17,"AT1G77860","mutant has Altered morphology of pollen exine wall; Seven-Path Transmembrane Protein"
"Solyc11g013330",17,"AT1G22030","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G77855.1); similar to Os08g0104800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060781.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD08928.1); similar to Os01g0875000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044961.1); contains domain RHOMBOID-RELATED (PTHR22936); contains domain UNCHARACTERIZED (PTHR22936:SF1)"
"Solyc11g013360",10,"AT5G51810","Encodes gibberellin 20-oxidase. Involved in gibberellin biosynthesis. Up-regulated by far red light in elongating petioles. Not regulated by a circadian clock."
"Solyc11g013397",17,NA,NA
"Solyc11g013400",10,"AT3G17590","Encodes the Arabidopsis homologue of yeast SNF5 and represents a conserved subunit of plant SWI/SNF complexes."
"Solyc11g013420",10,NA,NA
"Solyc11g013430",31,"AT3G17590","Encodes the Arabidopsis homologue of yeast SNF5 and represents a conserved subunit of plant SWI/SNF complexes."
"Solyc11g013450",24,NA,NA
"Solyc11g013463",5,NA,NA
"Solyc11g013500",12,NA,NA
"Solyc11g013533",12,NA,NA
"Solyc11g013687",5,NA,NA
"Solyc11g013810",7,"AT1G37130","Identified as a mutant resistant to chlorate. Encodes nitrate reductase structural gene. Involved in nitrate assimilation. Has nitrate reductase activity. Up-regulated by the fungus P. indica. Binds transcription factor At2g35940."
"Solyc11g013830",29,NA,NA
"Solyc11g013850",17,"AT1G71865","similar to OSJNBb0008G24.10 [Oryza sativa (japonica cultivar-group)] (GB:BAB86540.1)"
"Solyc11g013870",17,NA,NA
"Solyc11g013890",29,NA,NA
"Solyc11g015893",17,NA,NA
"Solyc11g016970",16,"AT1G71870","MATE efflux family protein; similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT5G49130.1); similar to Multi antimicrobial extrusion protein MatE [Medicago truncatula] (GB:ABE77554.1); similar to Os03g0839200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051841.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)"
"Solyc11g016975",17,NA,NA
"Solyc11g017000",2,"AT1G34320","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G08660.1); similar to Os05g0430300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055623.1); similar to Trp repressor/replication initiator [Medicago truncatula] (GB:ABE83667.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD82727.1); contains InterPro domain Protein of unknown function DUF668; (InterPro:IPR007700)"
"Solyc11g017010",12,"AT1G22710","Encodes for a high-affinity  transporter essential for phloem loading and long-distance transport. A major sucrose transporter, AtSUC2 can also transport a wide range of physiological and synthetic glucose conjugates with both &#945;- or &#946;-linkage."
"Solyc11g017035",12,NA,NA
"Solyc11g017190",5,"AT5G44240","haloacid dehalogenase-like hydrolase family protein; Identical to Putative phospholipid-transporting ATPase 2 (EC 3.6.3.1) (Aminophospholipid flippase 2) (ALA2) [Arabidopsis Thaliana] (GB:P98205;GB:Q8W567); similar to haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana] (TAIR:AT3G27870.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:AAX92769.1); similar to hypothetical protein DDBDRAFT_0190219 [Dictyostelium discoideum AX4] (GB:XP_645920.1); similar to phospholipid-translocating P-type ATPase, flippase family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA93313.2); contains InterPro domain Phospholipid-translocating P-type ATPase, flippase; (InterPro:IPR006539); contains InterPro domain ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter; (InterPro:IPR001757); contains InterPro domain Haloacid dehalogenase-like hydrolase; (InterPro:IPR005834)"
"Solyc11g017210",18,NA,NA
"Solyc11g017220",11,"AT1G77180","chromatin protein family; similar to WD-40 repeat family protein [Arabidopsis thaliana] (TAIR:AT5G67320.1); similar to RNA recognition motif (RRM)-containing protein [Arabidopsis thaliana] (TAIR:AT2G16940.1); similar to Os02g0759800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048184.1); similar to GAMYB-binding protein [Hordeum vulgare subsp. vulgare] (GB:AAO25542.1); similar to GAMYB-binding protein [Glycine max] (GB:AAZ38969.1); contains InterPro domain SKIP/SNW; (InterPro:IPR004015)"
"Solyc11g017270",12,"AT1G34420","leucine-rich repeat family protein / protein kinase family protein; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT2G41820.1); similar to Os07g0207100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059157.1); similar to Os12g0182300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066320.1); similar to putative LRR receptor-like kinase 2 [Oryza sativa (japonica cultivar-group)] (GB:BAC83241.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, typical subtype; (InterPro:IPR003591); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"
"Solyc11g017280",12,NA,NA
"Solyc11g017285",30,NA,NA
"Solyc11g017290",18,"AT1G31430","pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT2G22410.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96949.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"Solyc11g017310",5,NA,NA
"Solyc11g017320",4,NA,NA
"Solyc11g017330",17,NA,NA
"Solyc11g017335",17,NA,NA
"Solyc11g017360",17,NA,NA
"Solyc11g017365",17,NA,NA
"Solyc11g017370",17,"AT3G22150","pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT3G57430.1); similar to B0403H10-OSIGBa0105A11.20 [Oryza sativa (indica cultivar-group)] (GB:CAH67868.1); similar to Os04g0602600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053774.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"Solyc11g017373",17,NA,NA
"Solyc11g017377",12,NA,NA
"Solyc11g017380",5,"AT1G71900","similar to permease-related [Arabidopsis thaliana] (TAIR:AT1G34470.1); similar to Os01g0882300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045007.1); similar to Non-imprinted in Prader-Willi/Angelman syndrome re (GB:ABA91886.2); similar to Os05g0424800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055595.1); contains InterPro domain Protein of unknown function DUF803; (InterPro:IPR008521)"
"Solyc11g017400",17,"AT2G27340","similar to N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase-related [Arabidopsis thaliana] (TAIR:AT3G58130.2); similar to Uncharacterized LmbE-like protein, COG2120 containing protein [Tetrahymena thermophila SB210] (GB:XP_001033028.1); similar to Os04g0678800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001054275.1); contains InterPro domain N-acetylglucosaminylphosphatidylinositol deacetylase; (InterPro:IPR003737)"
